,name,category_code,tag_list,offices,zip_code,city,country_code,latitude,longitude
611,SpectrumDNA,web,"blog, web-applications, enginet, design-media, seo, digital-media, apps, applications, custom-apps","[{'zip_code': '84060', 'city': 'Park City', 'country_code': 'USA', 'latitude': 40.657786, 'longitude': -111.506667}, {'zip_code': '84068', 'city': 'Park City', 'country_code': 'USA', 'latitude': 40.6463, 'longitude': -111.4972}]",84068,Park City,USA,40.6463,-111.4972
612,Visible Theory,web,"award-winning-graphic-design, brand-designs, graphic-design-company, graphic-design-firm, web-design-firm","[{'zip_code': '91106', 'city': 'Pasadena', 'country_code': 'USA', 'latitude': 34.145904, 'longitude': -118.129329}]",91106,Pasadena,USA,34.145904,-118.129329
613,Nubesis,software,"online-appointments, cloud-computing, customized-developments, web-design, corporate-design","[{'zip_code': '46980', 'city': 'Paterna (Valencia)', 'country_code': 'ESP', 'latitude': 39.5481824, 'longitude': -0.4614394}]",46980,Paterna (Valencia),ESP,39.5481824,-0.4614394
614,Foldees,web,"greeting-cards, graphic-design, crowdsourcing, user-created, malaysia, portal","[{'zip_code': '47400', 'city': 'Petaling Jaya', 'country_code': 'MYS', 'latitude': None, 'longitude': None}]",47400,Petaling Jaya,MYS,,
615,Bachmann Industries,,,"[{'zip_code': '19124', 'city': 'Philadelphia', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",19124,Philadelphia,USA,,
616,Tornado Design,web,"web-design, design, user-interaction-design, phoenix, arizona","[{'zip_code': '85013', 'city': 'Phoenix', 'country_code': 'USA', 'latitude': 33.479692, 'longitude': -111.980855}]",85013,Phoenix,USA,33.479692,-111.980855
617,Aldor Solutions,enterprise,"funeral, software, website, design, web-based, saas","[{'zip_code': '75074', 'city': 'Plano', 'country_code': 'USA', 'latitude': 33.010381, 'longitude': -96.705127}]",75074,Plano,USA,33.010381,-96.705127
618,Amart Design,advertising,"pre-press, design, webdesign, retouch, image-corrections, clipping-path, seo, advertisement","[{'zip_code': '', 'city': 'Plovdiv,', 'country_code': 'BGR', 'latitude': None, 'longitude': None}]",,"Plovdiv,",BGR,,
619,Biden PC,consulting,"computer-networking, computer-service, computer-upgrades, web-design","[{'zip_code': '91767', 'city': 'Pomona', 'country_code': 'USA', 'latitude': 34.109193, 'longitude': -117.755169}]",91767,Pomona,USA,34.109193,-117.755169
620,3D Creation Lab,other,"3d-printing, rapid-prototyping, design, cad","[{'zip_code': 'BS20 7AN', 'city': 'Portishead, Bristol', 'country_code': 'GBR', 'latitude': None, 'longitude': None}]",BS20 7AN,"Portishead, Bristol",GBR,,
621,Snaptortoise,web,"web-design, web-development","[{'zip_code': '97214', 'city': 'Portland', 'country_code': 'USA', 'latitude': 45.516621, 'longitude': -122.63457}]",97214,Portland,USA,45.516621,-122.63457
622,panels,web,"blog, consulting, design","[{'zip_code': '', 'city': 'Portland', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",,Portland,USA,,
623,ProtoShare,software,"saas, website-prototype, website-wireframe, online-collaboration, web-development, web-design, mock-ups","[{'zip_code': '97205', 'city': 'Portland', 'country_code': 'USA', 'latitude': 45.519475, 'longitude': -122.675255}]",97205,Portland,USA,45.519475,-122.675255
624,Soul Oyster Web Studios,advertising,"web-design, website-design, web-site-design, seo, search-engine-optimization, internet-marketing, internet-marketer, seo-consultant, website-marketing, logo-design, graphic-design, web-hosting","[{'zip_code': '03801', 'city': 'Portsmouth', 'country_code': 'USA', 'latitude': 43.0756094, 'longitude': -70.7606358}]",03801,Portsmouth,USA,43.0756094,-70.7606358
625,design presentation,other,"drafting-services, cad-services, cad-drafting, cad-conversion, raster-to-vector","[{'zip_code': '08540', 'city': 'Princeton', 'country_code': 'USA', 'latitude': 40.364045, 'longitude': -74.651262}]",08540,Princeton,USA,40.364045,-74.651262
626,Ecolect,cleantech,"greentech, sustainability, eco, design, architecture, leed","[{'zip_code': '9403', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': 37.776769, 'longitude': -122.410111}, {'zip_code': '02909', 'city': 'Providence', 'country_code': 'USA', 'latitude': 41.817973, 'longitude': -71.441418}]",02909,Providence,USA,41.817973,-71.441418
627,Ecolect,cleantech,"greentech, sustainability, eco, design, architecture, leed","[{'zip_code': '9403', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': 37.776769, 'longitude': -122.410111}, {'zip_code': '02909', 'city': 'Providence', 'country_code': 'USA', 'latitude': 41.817973, 'longitude': -71.441418}]",02909,Providence,USA,41.817973,-71.441418
628,CSSAGlobal,software,"cssaglobal, cssa, cssa-india, cssaglobal-india, offshore-software-development, software-development-india, web-development, web-design, custom-application-development, product-development, rich-internet-applications-development, php-development-india, php","[{'zip_code': '411030', 'city': 'Pune', 'country_code': 'IND', 'latitude': None, 'longitude': None}]",411030,Pune,IND,,
629,AdapDev IT Web Design,web,"web-design, puyallup-web-design, tacoma-web-design","[{'zip_code': '98373', 'city': 'Puyallup', 'country_code': 'USA', 'latitude': 47.156038, 'longitude': -122.357183}]",98373,Puyallup,USA,47.156038,-122.357183
630,Axle IT,network_hosting,"it-outsourcing, web-hosting, web-design, search-engine-optimisation-australia","[{'zip_code': '4064', 'city': 'Queensland', 'country_code': 'AUS', 'latitude': -27.471324, 'longitude': 153.004781}]",4064,Queensland,AUS,-27.471324,153.004781
631,DesignArt Networks,semiconductor,israel,"[{'zip_code': '43657', 'city': 'Raanana', 'country_code': 'ISR', 'latitude': None, 'longitude': None}]",43657,Raanana,ISR,,
632,Atlantic BT,web,"web-development, web-design, internet-marketing, web-programming, web-hosting","[{'zip_code': '27613', 'city': 'Raleigh', 'country_code': 'USA', 'latitude': 35.8969064, 'longitude': -78.6806784}]",27613,Raleigh,USA,35.8969064,-78.6806784
633,Adena Studios,games_video,,"[{'zip_code': '', 'city': 'Raleigh-Durham', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",,Raleigh-Durham,USA,,
634,SpecSuperstore,ecommerce,"designer-glasses, designer-sunglasses, prescription-glasses, glasses","[{'zip_code': 'LL18 2TR', 'city': 'Rhuddlan', 'country_code': 'GBR', 'latitude': None, 'longitude': None}]",LL18 2TR,Rhuddlan,GBR,,
635,Coomer Media Group,consulting,new-media-development-company--flash-based-website-design--broadcast-and-motion-graphics-package-design,"[{'zip_code': '40475', 'city': 'Richmond', 'country_code': 'USA', 'latitude': 37.747342, 'longitude': -84.294064}]",40475,Richmond,USA,37.747342,-84.294064
636,Koves Technologies,advertising,"web-development, web-design, seo, ppc, online-marketing, data-conversion-services, content-management-systems, flash-design, cms","[{'zip_code': '23219', 'city': 'Richmond', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",23219,Richmond,USA,,
637,Zen Web Solutions,advertising,"web-design, web-development, pay-per-click, search-engine-marketing, search-engine-optimisation, corporate-branding","[{'zip_code': 'OL11 1RY', 'city': 'Rochdale', 'country_code': 'GBR', 'latitude': None, 'longitude': None}]",OL11 1RY,Rochdale,GBR,,
638,GolterGraphix,public_relations,"graphic, web-and-print-design","[{'zip_code': '03867', 'city': 'Rochester', 'country_code': 'USA', 'latitude': 43.3104064, 'longitude': -70.9903438}]",03867,Rochester,USA,43.3104064,-70.9903438
639,GolterGraphix,public_relations,"graphic, web-and-print-design","[{'zip_code': '03867', 'city': 'Rochester', 'country_code': 'USA', 'latitude': 43.3104064, 'longitude': -70.9903438}]",03867,Rochester,USA,43.3104064,-70.9903438
640,Phu Concepts,advertising,"phu-concepts-inc, web-design, viet, latrell, viet-nguyen, latrell-liptrot, web-marketing, developement, php, xhtml, css","[{'zip_code': '14605', 'city': 'Rochester', 'country_code': 'USA', 'latitude': 43.1620203, 'longitude': -77.610583}]",14605,Rochester,USA,43.1620203,-77.610583
641,Designing Interactive,advertising,"web-design, web-applications, web-standards, usability, search-engine-optimization","[{'zip_code': '44116', 'city': 'Rocky River', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",44116,Rocky River,USA,,
642,utopia 365,mobile,"ios, iphone, ipad, romsey, ror, ruby, css, ajax, web-development, design, software-development, c, coco","[{'zip_code': 'SO51 7TQ', 'city': 'Romsey', 'country_code': 'GBR', 'latitude': 50.9991134, 'longitude': -1.4750789}]",SO51 7TQ,Romsey,GBR,50.9991134,-1.4750789
643,vexcom,public_relations,"web-development, web-design, database, ajax, coldfusion, mysql, programming","[{'zip_code': '30075', 'city': 'Roswell', 'country_code': 'USA', 'latitude': 34.016961, 'longitude': -84.329081}]",30075,Roswell,USA,34.016961,-84.329081
644,Crunchlabz,web,"web-design, web-development, kolibri-cms","[{'zip_code': '3000AJ', 'city': 'Rotterdam', 'country_code': 'NLD', 'latitude': None, 'longitude': None}]",3000AJ,Rotterdam,NLD,,
645,Green Spider Design,network_hosting,"social-networking, drupal, joomla, cost-effective","[{'zip_code': '78683', 'city': 'Round Rock', 'country_code': 'USA', 'latitude': 30.5102, 'longitude': -97.7067}]",78683,Round Rock,USA,30.5102,-97.7067
646,DESIGN about TOWN,web,"web-design, graphic-design, application-design, design, one-stop-shop, user-interface-design, ui, user-interface, kick-ass","[{'zip_code': '94133', 'city': 'SF', 'country_code': 'USA', 'latitude': 37.797909, 'longitude': -122.403312}]",94133,SF,USA,37.797909,-122.403312
647,DESIGN about TOWN,web,"web-design, graphic-design, application-design, design, one-stop-shop, user-interface-design, ui, user-interface, kick-ass","[{'zip_code': '94133', 'city': 'SF', 'country_code': 'USA', 'latitude': 37.797909, 'longitude': -122.403312}]",94133,SF,USA,37.797909,-122.403312
648,Wilogo,web,"logo, design, corporate","[{'zip_code': '42400', 'city': 'Saint Chamond', 'country_code': 'FRA', 'latitude': 45.509034, 'longitude': 4.580496}]",42400,Saint Chamond,FRA,45.509034,4.580496
649,Mobile Rider,software,"popular-tags-see-all-tags-advertising, android, community, consulting, design, ecommerce, entrepreneur, facebook, games, internet, iphone, marketing, media, mobile, music, saas, search, seo, social, social-media, social-network, social-networking, softwar","[{'zip_code': '84115', 'city': 'Salt Lake City', 'country_code': 'USA', 'latitude': 40.739109, 'longitude': -111.887733}]",84115,Salt Lake City,USA,40.739109,-111.887733
650,vunite media,public_relations,"design, development, website-management, manage-websites, blogs, web-design","[{'zip_code': '84102', 'city': 'Salt Lake City', 'country_code': 'USA', 'latitude': 40.766429, 'longitude': -111.858952}]",84102,Salt Lake City,USA,40.766429,-111.858952
651,IncSpring,public_relations,"logo, logo-design, brand, branding, marketing, advertising, identity, portfolio, showcase, entrepreneur, start-up","[{'zip_code': '78216', 'city': 'San Antonio', 'country_code': 'USA', 'latitude': 29.520005, 'longitude': -98.488402}]",78216,San Antonio,USA,29.520005,-98.488402
652,IncSpring,public_relations,"logo, logo-design, brand, branding, marketing, advertising, identity, portfolio, showcase, entrepreneur, start-up","[{'zip_code': '78216', 'city': 'San Antonio', 'country_code': 'USA', 'latitude': 29.520005, 'longitude': -98.488402}]",78216,San Antonio,USA,29.520005,-98.488402
653,MediaRich,games_video,"mediarich, media, video, san-antonio, web-design, consulting, web-video, flash","[{'zip_code': '78205', 'city': 'San Antonio', 'country_code': 'USA', 'latitude': 29.414897, 'longitude': -98.48972}]",78205,San Antonio,USA,29.414897,-98.48972
654,Digital-Telepathy,,"web-2-0-designers, user-experience-designers, ux-design, web-app-design, startup-design, hello-bar, slidedeck","[{'zip_code': '92103', 'city': 'San Diego', 'country_code': 'USA', 'latitude': 32.736369, 'longitude': -117.160619}]",92103,San Diego,USA,32.736369,-117.160619
655,KidZui,web,,"[{'zip_code': '92106', 'city': 'San Diego', 'country_code': 'USA', 'latitude': 37.09024, 'longitude': -95.712891}]",92106,San Diego,USA,37.09024,-95.712891
656,3K Interactive,advertising,"marketing, website-design, business-development, search-engine-optimization, pay-per-click, social-media-optimization, branding","[{'zip_code': '92108', 'city': 'San Diego', 'country_code': 'USA', 'latitude': 32.774948, 'longitude': -117.143917}]",92108,San Diego,USA,32.774948,-117.143917
657,Miva Merchant,software,"ecommerce, marketing, seo, web-design, software","[{'zip_code': '92122', 'city': 'San Diego', 'country_code': 'USA', 'latitude': 32.851846, 'longitude': -117.18602}]",92122,San Diego,USA,32.851846,-117.18602
658,Digitaria,advertising,"digital-marketing, technology, cloud-computing, mobile, social-media, web-design, strategy, seo","[{'zip_code': '10014', 'city': 'San Diego', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",10014,San Diego,USA,,
659,MJD Interactive,,"interactive-agency, web-design, web-development, online-marketing, drupal, mobile-applications","[{'zip_code': '92109', 'city': 'San Diego', 'country_code': 'USA', 'latitude': None, 'longitude': None}, {'zip_code': '92109', 'city': 'San Diego', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",92109,San Diego,USA,,
660,Don't Blink Design,consulting,"web-design, web-development, web-2-0, design, database, open-source","[{'zip_code': '90401', 'city': 'Santa Monica', 'country_code': 'USA', 'latitude': 34.019122, 'longitude': -118.492268}, {'zip_code': '92101', 'city': 'San Diego', 'country_code': 'USA', 'latitude': 32.7194538, 'longitude': -117.1673934}]",92101,San Diego,USA,32.7194538,-117.1673934
661,Fresh Echo Interactive,consulting,"web-design, web-development, seo, interactive-agency, e-commerce","[{'zip_code': '92109', 'city': 'San Diego', 'country_code': 'USA', 'latitude': 32.801402, 'longitude': -117.236558}]",92109,San Diego,USA,32.801402,-117.236558
662,WebMetro,advertising,"internet-marketing-agency, search-engine-marketing-agency, ecommerce-development, pay-per-click-advertising, search-engine-optimization, video-marketing, website-analytics, website-design","[{'zip_code': '91773', 'city': 'San Dimas', 'country_code': 'USA', 'latitude': 34.069903, 'longitude': -117.848089}]",91773,San Dimas,USA,34.069903,-117.848089
663,Digg,news,"community, social, news, bookmark, digg, technology, design","[{'zip_code': '94107', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': 37.764726, 'longitude': -122.394523}]",94107,San Francisco,USA,37.764726,-122.394523
664,Wix,web,"website, widget, design, flash, internet","[{'zip_code': '', 'city': 'Tel Aviv', 'country_code': 'ISR', 'latitude': None, 'longitude': None}, {'zip_code': '94105', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",94105,San Francisco,USA,,
665,Cutcaster,web,"vectors, image, stock-photography, photo, photography, marketplace, content-marketplace, graphic-design, footage, commerce, illustrations, license, licensing, royalty-free","[{'zip_code': '94129', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': 37.79851, 'longitude': -122.457454}]",94129,San Francisco,USA,37.79851,-122.457454
666,Minted,ecommerce,"crowd-sourcing, design, art, stationery, ecommerce","[{'zip_code': '94111', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': 37.797435, 'longitude': -122.403175}]",94111,San Francisco,USA,37.797435,-122.403175
667,Milobox,advertising,"real-estate, web-2-0, realtor-web-sites, real-estate-marketing, seo, design, agent-web-design","[{'zip_code': '94109', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': 37.792979, 'longitude': -122.421242}]",94109,San Francisco,USA,37.792979,-122.421242
668,Milobox,advertising,"real-estate, web-2-0, realtor-web-sites, real-estate-marketing, seo, design, agent-web-design","[{'zip_code': '94109', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': 37.792979, 'longitude': -122.421242}]",94109,San Francisco,USA,37.792979,-122.421242
669,WePC,other,"social-network, laptop, community-design","[{'zip_code': '94110', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",94110,San Francisco,USA,,
670,Stamen Design,web,,"[{'zip_code': '94110', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",94110,San Francisco,USA,,
671,5th Finger,mobile,,"[{'zip_code': '94108', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': 37.7900992, 'longitude': -122.4021988}]",94108,San Francisco,USA,37.7900992,-122.4021988
672,Idea Couture,consulting,innovation-experience-design-strategy-marketing-industrial-design-interface-design,"[{'zip_code': '94111', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",94111,San Francisco,USA,,
673,Bamboudesign,mobile,"mobile-apps, ux-design, user-experience-design, usability, user-experience, design, iphone, smartphone, mobile-device, mobile-applications, mobile-web, user-test, visual-design, nui, natural-ser-interface, touchscreen, touch-screen, tactile-screen, gestur","[{'zip_code': '94103', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': 37.775087, 'longitude': -122.415199}]",94103,San Francisco,USA,37.775087,-122.415199
674,Adobe Systems,software,"adobe, flash, illustrator, creative, photoshop, design, imaging, editing","[{'zip_code': '', 'city': 'San Jose', 'country_code': 'USA', 'latitude': 37.320052, 'longitude': -121.877636}]",,San Jose,USA,37.320052,-121.877636
675,Design ForSite,web,,"[{'zip_code': '95136', 'city': 'San Jose', 'country_code': 'USA', 'latitude': 37.285978, 'longitude': -121.860571}]",95136,San Jose,USA,37.285978,-121.860571
676,Lamingo,web,"web, web-2-0, drupal, joomla, ecommerce, india, tax, fpga, semiconductor, php, mysql","[{'zip_code': '95128', 'city': 'San Jose', 'country_code': 'USA', 'latitude': 37.3108702, 'longitude': -121.950142}]",95128,San Jose,USA,37.3108702,-121.950142
677,RegalBuilt,network_hosting,"web-development, web-design, shopping-cart, clickstar, website-editor, website-services","[{'zip_code': '95123', 'city': 'San Jose', 'country_code': 'USA', 'latitude': 37.2471229, 'longitude': -121.8277925}]",95123,San Jose,USA,37.2471229,-121.8277925
678,IDT,semiconductor,,"[{'zip_code': '95138', 'city': 'San Jose', 'country_code': 'USA', 'latitude': 37.25656, 'longitude': -121.788353}]",95138,San Jose,USA,37.25656,-121.788353
679,SpringSoft,software,"integrated-circuit, ic, embedded-system-design, esd, electronic-design-automation, eda","[{'zip_code': '95110', 'city': 'San Jose', 'country_code': 'USA', 'latitude': 37.37027, 'longitude': -121.924053}]",95110,San Jose,USA,37.37027,-121.924053
680,Catalyst Resources,enterprise,"saas, interface-design","[{'zip_code': '94402', 'city': 'San Mateo', 'country_code': 'USA', 'latitude': 37.552137, 'longitude': -122.314156}, {'zip_code': '20037', 'city': 'Washington', 'country_code': 'USA', 'latitude': 40.75604, 'longitude': -73.986941}]",20037,Washington,USA,40.75604,-73.986941
681,Autodesk,software,,"[{'zip_code': '94903', 'city': 'San Rafael', 'country_code': 'USA', 'latitude': 38.0062745, 'longitude': -122.5315665}]",94903,San Rafael,USA,38.0062745,-122.5315665
682,Mind Taffy Design,games_video,"i3d, 3d, iptv, itv, xhtml, css, javafx, java3d, opengl, client-side, data-optimization, dv, dve, sfx, fx, vr, mmo, mmog, mmorpg","[{'zip_code': '93436', 'city': 'Santa Barbara', 'country_code': 'USA', 'latitude': 34.6960023, 'longitude': -120.3934165}]",93436,Santa Barbara,USA,34.6960023,-120.3934165
683,Berkeley Design Automation,software,,"[{'zip_code': '95154', 'city': 'Santa Clara', 'country_code': 'USA', 'latitude': 37.374659, 'longitude': -121.970209}]",95154,Santa Clara,USA,37.374659,-121.970209
684,Azuro,semiconductor,"chip-design, semiconductor, eda","[{'zip_code': '95054', 'city': 'Santa Clara', 'country_code': 'USA', 'latitude': 37.406217, 'longitude': -121.976473}]",95054,Santa Clara,USA,37.406217,-121.976473
685,Packet Design,software,,"[{'zip_code': '95054', 'city': 'Santa Clara', 'country_code': 'USA', 'latitude': 37.3821368, 'longitude': -121.970505}]",95054,Santa Clara,USA,37.3821368,-121.970505
686,The Graham Agency,advertising,"advertising, copywriting, web-content, naming, branding, design, website-design, digital-video, marketing","[{'zip_code': '95060', 'city': 'Santa Cruz', 'country_code': 'USA', 'latitude': 36.9751032, 'longitude': -122.0253784}]",95060,Santa Cruz,USA,36.9751032,-122.0253784
687,dimension5 labs,advertising,"virtual-worlds, advertising-agency, complex-programming, web-design","[{'zip_code': '87505', 'city': 'Santa Fe', 'country_code': 'USA', 'latitude': 35.6746751, 'longitude': -105.9484344}]",87505,Santa Fe,USA,35.6746751,-105.9484344
688,dimension5 labs,advertising,"virtual-worlds, advertising-agency, complex-programming, web-design","[{'zip_code': '87505', 'city': 'Santa Fe', 'country_code': 'USA', 'latitude': 35.6746751, 'longitude': -105.9484344}]",87505,Santa Fe,USA,35.6746751,-105.9484344
689,Content Kings,advertising,"seo-web-design, seo-web-development, seo-programming, custom-content-solutions, seo-copywriting, editorial-content-management, custom-content-management-systems, custom-publishing-platforms, search-engine-optimization, website-promotion, continuity-progra","[{'zip_code': '90401', 'city': 'Santa Monica', 'country_code': 'USA', 'latitude': 34.015386, 'longitude': -118.495792}]",90401,Santa Monica,USA,34.015386,-118.495792
690,Liquid Studios,web,"web-design-company, web-design-services, website-design-malta, web-design-malta, web-development-malta","[{'zip_code': 'SVR1936', 'city': 'Santa Venera', 'country_code': 'MLT', 'latitude': None, 'longitude': None}]",SVR1936,Santa Venera,MLT,,
691,Bizcard,other,"business-cards, postcards, magnets, design-services, direct-mail, green-seal, green-printing, eco-friendly","[{'zip_code': '85267', 'city': 'Scottsdale', 'country_code': 'USA', 'latitude': 33.5093, 'longitude': -111.8985}]",85267,Scottsdale,USA,33.5093,-111.8985
692,Solavista,web,"market-research, design, consumer-research, focus-groups, online-polling, online-focus-groups, websites, logo, advertising, advertisements, ad-testing, logo-testing, website-testing, design-analytics, analytics","[{'zip_code': '85260', 'city': 'Scottsdale', 'country_code': 'USA', 'latitude': 33.6171763, 'longitude': -111.8714978}]",85260,Scottsdale,USA,33.6171763,-111.8714978
693,Unique Blog Designs,advertising,"blogging, blog-design, seo, design","[{'zip_code': '85260', 'city': 'Scottsdale', 'country_code': 'USA', 'latitude': 33.6220214, 'longitude': -111.8750635}]",85260,Scottsdale,USA,33.6220214,-111.8750635
694,Fixie,software,"web-design, web-development, consulting, ruby, rails, ruby-on-rails","[{'zip_code': '98104', 'city': 'Seattle', 'country_code': 'USA', 'latitude': 47.6042792, 'longitude': -122.3374372}]",98104,Seattle,USA,47.6042792,-122.3374372
695,Random Computers,network_hosting,"website, design, development, hosting, directadmin, collocation, reseller, dedicated","[{'zip_code': '99202', 'city': 'Spokane', 'country_code': 'USA', 'latitude': 47.6572277, 'longitude': -117.4180439}, {'zip_code': '98101', 'city': 'Seattle', 'country_code': 'USA', 'latitude': 47.611215, 'longitude': -122.3408776}]",98101,Seattle,USA,47.611215,-122.3408776
696,Foundry Interactive,public_relations,"seo, sem, online-marketing, web-development","[{'zip_code': '98104', 'city': 'Seattle', 'country_code': 'USA', 'latitude': 47.6606589, 'longitude': -122.344595}]",98104,Seattle,USA,47.6606589,-122.344595
697,Produxs,consulting,"ux, user-experience, design, optimization, strategy, ecommerce, search-engine-optimization","[{'zip_code': '98134', 'city': 'Seattle', 'country_code': 'USA', 'latitude': 47.5753035, 'longitude': -122.3342499}]",98134,Seattle,USA,47.5753035,-122.3342499
698,Zooppa,advertising,"advertising, user-generated, crowdsourcing, campaign, video-contests, marketing, design, video, competition, contest","[{'zip_code': '98104', 'city': 'Seattle', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",98104,Seattle,USA,,
699,FLYPEANUT Studio,web,"design, web, start-up, web-services, development, flypeanut, conpl","[{'zip_code': '444-4444', 'city': 'Seoul', 'country_code': 'KOR', 'latitude': 37.56862, 'longitude': 127.0263662}]",444-4444,Seoul,KOR,37.56862,127.0263662
700,Novem -- China website development,web,"china-microsoft-silverlight-development, china-flex-development, china-interactive-web-design, china-website-development","[{'zip_code': '200433', 'city': 'Shanghai', 'country_code': 'CHN', 'latitude': None, 'longitude': None}]",200433,Shanghai,CHN,,
701,Maxscend Technologies,semiconductor,,"[{'zip_code': '201203', 'city': 'Shanghai', 'country_code': 'CHN', 'latitude': None, 'longitude': None}]",201203,Shanghai,CHN,,
702,Davyin Internet Solutions,web,"web-development, web-design, drupal-services","[{'zip_code': '200070', 'city': 'Shanghai', 'country_code': 'CHN', 'latitude': 31.2366983, 'longitude': 121.4137257}]",200070,Shanghai,CHN,31.2366983,121.4137257
703,Greenland Hong Kong Holdings Limited,cleantech,,"[{'zip_code': '200021', 'city': 'Shanghai,', 'country_code': 'CHN', 'latitude': None, 'longitude': None}]",200021,"Shanghai,",CHN,,
704,A Beautiful Site,enterprise,"cms, website, websites, web-design, web-development, web-application, web-applications, internet","[{'zip_code': '1332', 'city': 'Sidlamafa', 'country_code': 'ZAF', 'latitude': None, 'longitude': None}, {'zip_code': '', 'city': 'dallas', 'country_code': 'USA', 'latitude': 32.781078, 'longitude': -96.797111}, {'zip_code': '', 'city': 'seattle', 'country_code': 'USA', 'latitude': 47.620973, 'longitude': -122.347276}]",,seattle,USA,47.620973,-122.347276
705,CitySwift,web,"website, web, design, development, saas, software-as-a-service, cms, content-mangement-system, ecommerce, e-commerce","[{'zip_code': 'ME9 8LR', 'city': 'Sittingbourne', 'country_code': 'GBR', 'latitude': None, 'longitude': None}]",ME9 8LR,Sittingbourne,GBR,,
706,Design Factory,,,"[{'zip_code': 'NG34 7TW', 'city': 'Sleaford', 'country_code': 'GBR', 'latitude': None, 'longitude': None}]",NG34 7TW,Sleaford,GBR,,
707,Collective Core,other,"web-design, web-development, search-engine-optimization, web-marketing","[{'zip_code': '30081', 'city': 'Smyrna', 'country_code': 'USA', 'latitude': 33.8837, 'longitude': -84.5144}]",30081,Smyrna,USA,33.8837,-84.5144
708,Editor,web,"web-design, web-applications, content-management-systems","[{'zip_code': '5250', 'city': 'Solkan', 'country_code': 'SVN', 'latitude': 45.9689988, 'longitude': 13.6409647}]",5250,Solkan,SVN,45.9689988,13.6409647
709,D2 Creative,advertising,"website-design-new-jersey, website-design-new-york, website-design-philadelphia, ecommerce, internet-marketing, seo, graphic-design, web-development","[{'zip_code': '08873', 'city': 'Somerset', 'country_code': 'USA', 'latitude': 40.531055, 'longitude': -74.519047}]",08873,Somerset,USA,40.531055,-74.519047
710,e-CBD,local,"e-cbd, web-design-resources, web-design, social-media-marketing, online-marketing, search-engine-optimisation, digital-agency, digital-marketing, corporate-branding, branding-strategies-","[{'zip_code': '4215', 'city': 'Southport', 'country_code': 'AUS', 'latitude': -27.980414, 'longitude': 153.411179}]",4215,Southport,AUS,-27.980414,153.411179
711,Centillion,public_relations,"web, cms, decillion, print, graphic, desing, marketing, site","[{'zip_code': '21000', 'city': 'Split', 'country_code': 'HRV', 'latitude': 43.5141923, 'longitude': 16.4389264}]",21000,Split,HRV,43.5141923,16.4389264
712,Pivotal Concept,network_hosting,"web-design, logo-design, web-hosting, ajax, -net, javascript","[{'zip_code': '72762', 'city': 'Springdale', 'country_code': 'USA', 'latitude': 36.2244458, 'longitude': -94.1483938}]",72762,Springdale,USA,36.2244458,-94.1483938
713,Ensign Technologies,consulting,"outsourced-it, web-design, web-development, backup, network, network-security, computer-hardware, software-development, interaction-design, remote-support, help-desk, disaster-recovery, business-continuity","[{'zip_code': '65806', 'city': 'Springfield', 'country_code': 'USA', 'latitude': 37.207262, 'longitude': -93.302443}]",65806,Springfield,USA,37.207262,-93.302443
714,Extreme Enterprises,enterprise,"internet, web-services, software, media, graphic-design, social-networking, shopping-portal, professional-networking","[{'zip_code': '33707', 'city': 'St Petersburg', 'country_code': 'USA', 'latitude': 27.770221, 'longitude': -82.735899}]",33707,St Petersburg,USA,27.770221,-82.735899
715,Capstone Labs,public_relations,"seb-services, website-design, web-development, custom-programming, it-consulting","[{'zip_code': '32084', 'city': 'St. Augustine', 'country_code': 'USA', 'latitude': 29.867865, 'longitude': -81.32415}]",32084,St. Augustine,USA,29.867865,-81.32415
716,Search Antigua,search,"search-engine, web-services, web-design","[{'zip_code': '', 'city': ""St. John's"", 'country_code': 'ATG', 'latitude': 17.1229659, 'longitude': -61.842615}]",,St. John's,ATG,17.1229659,-61.842615
717,Glued Network,consulting,"discovery, services, define, redesign, development, drupal","[{'zip_code': '', 'city': 'St. Louis', 'country_code': 'USA', 'latitude': 38.627522, 'longitude': -90.19841}]",,St. Louis,USA,38.627522,-90.19841
