,name,category_code,tag_list,total_money_raised,offices,zip_code,city,country_code,latitude,longitude
247,Swype,software,"techcrunch50, tc50, text-input-technology, screen-keyboard, soft-screen-keyboard, softscreen-keyboard, screen-input, multi-touch, multitap, predictive-text-input, next-generation-input",13900000.0,"[{'zip_code': '98104', 'city': 'Seattle', 'country_code': 'USA', 'latitude': 47.6495905, 'longitude': -122.3497956}]",98104,Seattle,USA,47.6495905,-122.3497956
248,Abengoa,cleantech,"technology, energy, renewable-sources",,"[{'zip_code': '41014', 'city': 'Seville', 'country_code': 'ESP', 'latitude': None, 'longitude': None}]",41014,Seville,ESP,,
249,UltiZen,games_video,"gaming, on-line-games",15500000.0,"[{'zip_code': '200333', 'city': 'Shanghai', 'country_code': 'CHN', 'latitude': None, 'longitude': None}]",200333,Shanghai,CHN,,
250,UltiZen,games_video,"gaming, on-line-games",15500000.0,"[{'zip_code': '200333', 'city': 'Shanghai', 'country_code': 'CHN', 'latitude': None, 'longitude': None}]",200333,Shanghai,CHN,,
251,GazoPa,games_video,"techcrunch50, tc50, search, image-search, video-search, visual-search, search-engine",,"[{'zip_code': '140-8572', 'city': 'Shinagawa-ku, Tokyo', 'country_code': 'JPN', 'latitude': None, 'longitude': None}]",140-8572,"Shinagawa-ku, Tokyo",JPN,,
252,GazoPa,games_video,"techcrunch50, tc50, search, image-search, video-search, visual-search, search-engine",,"[{'zip_code': '140-8572', 'city': 'Shinagawa-ku, Tokyo', 'country_code': 'JPN', 'latitude': None, 'longitude': None}]",140-8572,"Shinagawa-ku, Tokyo",JPN,,
253,Technologies and Devices International,semiconductor,,,"[{'zip_code': '20904', 'city': 'Silver Spring', 'country_code': 'USA', 'latitude': 39.0533715, 'longitude': -76.9581171}]",20904,Silver Spring,USA,39.0533715,-76.9581171
254,GamerTrainer,other,,,"[{'zip_code': '44139', 'city': 'Solon', 'country_code': 'USA', 'latitude': 41.383063, 'longitude': -81.4498717}]",44139,Solon,USA,41.383063,-81.4498717
255,GamerTrainer,other,,,"[{'zip_code': '44139', 'city': 'Solon', 'country_code': 'USA', 'latitude': 41.383063, 'longitude': -81.4498717}]",44139,Solon,USA,41.383063,-81.4498717
256,Onvaio,enterprise,,,"[{'zip_code': '48033', 'city': 'Southfield', 'country_code': 'USA', 'latitude': 42.4855819, 'longitude': -83.3173452}]",48033,Southfield,USA,42.4855819,-83.3173452
257,TechTeam Global,enterprise,,,"[{'zip_code': '48033', 'city': 'Southfield', 'country_code': 'USA', 'latitude': 42.4855819, 'longitude': -83.3173452}]",48033,Southfield,USA,42.4855819,-83.3173452
258,FileFront,web,,,"[{'zip_code': '77388', 'city': 'Spring', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",77388,Spring,USA,,
259,FireID,finance,"mobile, security, software, tokens, two-factor-authentication, otp, one-time-passwords, mobile-authentication, mobile-token, soft-token, oath, siliconcape",6400000.0,"[{'zip_code': '7600', 'city': 'Stellenbosch', 'country_code': 'ZAF', 'latitude': None, 'longitude': None}]",7600,Stellenbosch,ZAF,,
260,iCharts,analytics,"techcrunch50, tc50, web-services, saas, charts, data-visualization, infographics",3100000.0,"[{'zip_code': '94085', 'city': 'Sunnyvale', 'country_code': 'USA', 'latitude': 37.384239, 'longitude': -122.012475}]",94085,Sunnyvale,USA,37.384239,-122.012475
261,Mashed Life,web,"technology, web, 2-0, free, password, manage--accounts",,"[{'zip_code': '94085', 'city': 'Sunnyvale', 'country_code': 'USA', 'latitude': 37.386441, 'longitude': -122.012707}]",94085,Sunnyvale,USA,37.386441,-122.012707
262,iCharts,analytics,"techcrunch50, tc50, web-services, saas, charts, data-visualization, infographics",3100000.0,"[{'zip_code': '94085', 'city': 'Sunnyvale', 'country_code': 'USA', 'latitude': 37.384239, 'longitude': -122.012475}]",94085,Sunnyvale,USA,37.384239,-122.012475
263,Mashed Life,web,"technology, web, 2-0, free, password, manage--accounts",,"[{'zip_code': '94085', 'city': 'Sunnyvale', 'country_code': 'USA', 'latitude': 37.386441, 'longitude': -122.012707}]",94085,Sunnyvale,USA,37.386441,-122.012707
264,TechAnts,software,"software, web-portal-development, software-development",,"[{'zip_code': '2000', 'city': 'Sydney', 'country_code': 'AUS', 'latitude': -33.867139, 'longitude': 151.207114}]",2000,Sydney,AUS,-33.867139,151.207114
265,Nagi,software,"nagi, fotoalbum, toru, estonia, photo, video, community",100000.0,"[{'zip_code': '10621', 'city': 'Tallinn', 'country_code': 'EST', 'latitude': None, 'longitude': None}]",10621,Tallinn,EST,,
266,Tonchidot,mobile,"techcrunch50, tc50, iphone, mobile, ar, augmented-reality, virtual-reality, cgm, ugc, apple, sekaicamera, tokyo, japan",16000000.0,"[{'zip_code': '160-0022', 'city': 'Tokyo', 'country_code': 'JPN', 'latitude': None, 'longitude': None}]",160-0022,Tokyo,JPN,,
267,Tonchidot,mobile,"techcrunch50, tc50, iphone, mobile, ar, augmented-reality, virtual-reality, cgm, ugc, apple, sekaicamera, tokyo, japan",16000000.0,"[{'zip_code': '160-0022', 'city': 'Tokyo', 'country_code': 'JPN', 'latitude': None, 'longitude': None}]",160-0022,Tokyo,JPN,,
268,GamerNook,web,"social-network, network, game, gamer",,"[{'zip_code': '08753', 'city': 'Toms River', 'country_code': 'USA', 'latitude': 39.949301, 'longitude': -74.125176}]",08753,Toms River,USA,39.949301,-74.125176
269,DotSpots,public_relations,"techcrunch50, tc50, wisdom-of-crowds, semantic-search, memetics, read-write-web",300000.0,"[{'zip_code': '90501', 'city': 'Torrance', 'country_code': 'USA', 'latitude': 33.831671, 'longitude': -118.315766}]",90501,Torrance,USA,33.831671,-118.315766
270,Modo Marketing,consulting,"technology, pr, public-relations, marketing, communications, emerging, business-development",,"[{'zip_code': '46119', 'city': 'Valencia', 'country_code': 'ESP', 'latitude': 39.64073, 'longitude': -0.421944}]",46119,Valencia,ESP,39.64073,-0.421944
271,Techvibes Media,,,,"[{'zip_code': 'V6B 1C6', 'city': 'Vancouver', 'country_code': 'CAN', 'latitude': 49.2753325, 'longitude': -123.1208932}]",V6B 1C6,Vancouver,CAN,49.2753325,-123.1208932
272,PERSONALRIA,web,"techcrunch50, tc50",,"[{'zip_code': '98682', 'city': 'Vancouver', 'country_code': 'USA', 'latitude': 45.6667514, 'longitude': -122.4721542}]",98682,Vancouver,USA,45.6667514,-122.4721542
273,PERSONALRIA,web,"techcrunch50, tc50",,"[{'zip_code': '98682', 'city': 'Vancouver', 'country_code': 'USA', 'latitude': 45.6667514, 'longitude': -122.4721542}]",98682,Vancouver,USA,45.6667514,-122.4721542
274,Marvel Internet Group,advertising,,,"[{'zip_code': '4227', 'city': 'Varsity Lakes', 'country_code': 'AUS', 'latitude': -28.0856271, 'longitude': 153.4002354}]",4227,Varsity Lakes,AUS,-28.0856271,153.4002354
275,Advanced Mobile Solutions,mobile,"mobile, mobile-marketing, mobile-advertising, mobile-classifieds",,"[{'zip_code': '19087', 'city': 'Wayne', 'country_code': 'USA', 'latitude': 40.0666735, 'longitude': -75.410538}]",19087,Wayne,USA,40.0666735,-75.410538
276,Machinima,games_video,"gaming, video-games, game-teasers, video",49600000.0,"[{'zip_code': '90069', 'city': 'West Hollywood', 'country_code': 'USA', 'latitude': 34.0906409, 'longitude': -118.3740745}]",90069,West Hollywood,USA,34.0906409,-118.3740745
277,RustyBrick,mobile,,,"[{'zip_code': '10994', 'city': 'West Nyack', 'country_code': 'USA', 'latitude': 41.119452, 'longitude': -74.115851}]",10994,West Nyack,USA,41.119452,-74.115851
278,ke Solutions,ecommerce,,,"[{'zip_code': '33327', 'city': 'Weston', 'country_code': 'USA', 'latitude': 26.1379914, 'longitude': -80.4176542}]",33327,Weston,USA,26.1379914,-80.4176542
279,SkyWorld,software,,,"[{'zip_code': '01801', 'city': 'Woburn', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",01801,Woburn,USA,,
280,Pacecode Technologies,consulting,"website-development-in-india, website-design-in-india, india-freelancers, hire-indian-freelancers, joomla-web-developer, joomla-developer---joomla-website-development, joomla-developer, joomla-designer, joomla-development",,"[{'zip_code': '600020', 'city': 'chennai', 'country_code': 'IND', 'latitude': None, 'longitude': None}]",600020,chennai,IND,,
281,MakeMyLink,advertising,"technology, web-design, seo, software-blog, guide",,"[{'zip_code': '110075', 'city': 'new delhi', 'country_code': 'IND', 'latitude': None, 'longitude': None}]",110075,new delhi,IND,,
282,Tech Support 4 NYC,consulting,"computer-consulting, tech-support, new-york-city",,"[{'zip_code': '10018', 'city': 'new york', 'country_code': 'USA', 'latitude': 40.754142, 'longitude': -73.9883596}]",10018,new york,USA,40.754142,-73.9883596
283,GoPlanit,web,"techcrunch50, tc50, travel, trip-planner, mobile, 1-click-planner, calendar, recommendation-engine, travel-microblogging, plan, plans, plan-it, plan-your-trip-and-go, mobile-trip-planning, travel-microblog",500000.0,"[{'zip_code': '94111', 'city': 'san francisco', 'country_code': 'USA', 'latitude': 37.791576, 'longitude': -122.399363}]",94111,san francisco,USA,37.791576,-122.399363
284,GoPlanit,web,"techcrunch50, tc50, travel, trip-planner, mobile, 1-click-planner, calendar, recommendation-engine, travel-microblogging, plan, plans, plan-it, plan-your-trip-and-go, mobile-trip-planning, travel-microblog",500000.0,"[{'zip_code': '94111', 'city': 'san francisco', 'country_code': 'USA', 'latitude': 37.791576, 'longitude': -122.399363}]",94111,san francisco,USA,37.791576,-122.399363
